region_name,district_name,cluster_name,village_name,cohort,cycle,household_id,quantity_returned,seed,unit
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JEN-F-183757,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ERI-M-185902,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-FUL-M-180814,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-MOS-M-192410,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-AID-F-091258,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-INO-M-184236,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JAC-M-191726,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JEN-F-134120,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-GEO-M-093620,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-FRO-F-183851,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-STE-M-085505,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-GEO-M-182037,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JAS-M-182531,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SEL-M-173344,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-MAG-F-152132,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ENO-M-184320,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JOV-F-144754,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-EZE-M-135948,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ALO-M-180057,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-PRI-F-171813,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-APO-M-183236,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-REO-M-185214,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-RIC-M-125908,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-LIV-M-144333,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ADA-M-115315,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SAV-M-180105,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SAM-M-081119,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-WEL-M-100855,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JUL-M-115257,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JOY-F-183133,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-VAL-M-160113,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ZAD-M-130759,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ROB-M-182341,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-BEN-M-095809,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-DEN-M-181533,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-GEO-M-125101,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-EMA-M-171702,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-MOS-M-175345,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SAM-M-130411,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-BEN-M-181333,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-AMA-M-145049,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ENO-M-092932,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JAM-M-112737,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-MAG-F-090040,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-RON-M-174223,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ANN-F-122209,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-YOS-M-143700,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-YEK-M-174750,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JOY-F-164152,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-BAN-M-094246,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-MOS-M-121604,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-GOD-M-134328,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-BEA-F-164644,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-TAD-M-173754,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-BOS-M-172846,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-LIV-M-143139,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-AGN-F-102732,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-WIN-F-180408,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JOV-F-163222,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-CLE-F-120107,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SAM-M-175514,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-DAR-M-091933,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-COM-M-142728,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SPE-F-180452,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-AIR-F-142614,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JAC-M-175415,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ELI-M-151129,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-MIS-M-095520,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-FRE-M-090538,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-RUT-F-092336,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-HAD-F-164123,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-CEL-M-104306,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JAC-M-131232,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-NAZ-M-103058,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SED-M-181940,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-RAB-F-171355,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-FEN-M-161920,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JOY-F-182826,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-ODE-F-104009,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-SCO-F-114240,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-STU-M-181137,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-WIL-M-184926,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-HAM-M-182430,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kizinga_A,2024,B,RAK-KIZ-JON-M-170541,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ANA-M-173039,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GEO-M-123030,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ELI-M-105956,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ALE-M-142355,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FEN-M-132136,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GOD-M-160917,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ALL-F-133456,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EDW-M-124539,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FED-M-155227,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SIM-M-133805,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ELI-M-181111,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-LYD-M-171536,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-YOS-M-133449,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DOM-M-132115,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ERI-M-094600,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GOD-M-175225,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FRE-M-123608,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-OBE-M-132611,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ABA-M-153540,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-RIC-M-141235,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FRA-M-153707,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-NAB-M-114459,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-LEO-M-140602,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EDI-F-170142,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DIC-M-152040,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EDW-M-110814,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DEZ-M-125108,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FEL-F-135028,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FLO-F-180427,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MOS-M-093519,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JOH-M-145811,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GOD-M-131508,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-AMO-M-150440,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-AMO-M-134612,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-AMO-M-111158,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-HAB-M-122548,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DEN-M-123717,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JUL-M-133000,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JON-M-134011,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FRE-M-135514,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-COC-M-122517,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GOD-M-112952,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GEO-M-140523,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GOD-M-141405,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JOH-M-175935,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DEU-M-123541,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EDW-M-174313,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FLO-F-094542,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-IDI-M-131724,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-IFR-M-115930,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SHA-F-112334,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GEO-M-092810,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-PAT-M-130439,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JAC-M-093756,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JUL-M-135107,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EDW-M-111326,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-HAB-M-130953,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JAM-M-153138,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JOH-M-134653,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JUL-M-112152,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JUL-M-115719,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EDS-M-101243,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GEO-M-122002,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GUM-M-161836,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ALO-M-114306,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MAC-F-132619,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-STE-M-162957,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ABU-M-114138,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-PAS-M-163441,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-REA-F-125037,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JAN-F-143230,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DEZ-M-165518,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DAV-M-175620,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ELI-M-144957,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JUL-M-115319,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SAM-M-120147,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-LIV-M-110733,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MAR-F-125757,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-NAB-M-153150,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SCO-F-133516,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DAV-M-150840,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ELI-F-151711,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MEL-F-115141,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SAU-M-173502,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SAV-F-152617,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JOZ-M-164121,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MAR-F-164455,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-AND-M-174039,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-KAS-M-163707,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SEL-M-143824,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ASU-M-141946,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JOS-M-172010,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FEN-M-142828,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JUL-M-105448,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-GOD-M-141235,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ANN-F-135717,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JOS-M-113558,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-BEN-M-183003,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-YEL-M-100717,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-STE-M-130539,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ASA-M-184121,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-BAB-M-122838,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-STE-M-111756,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-BEN-M-092347,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-BEN-M-095338,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-BRI-M-142025,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-BEN-M-122620,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-YEL-M-104444,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-WIL-M-100357,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-CLE-M-141908,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-TAD-M-162429,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-WIL-M-125552,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SPI-M-124212,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MIS-M-125609,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-CHA-M-140133,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-YOS-M-110036,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-WIL-M-172015,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-COS-M-134643,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-WIL-M-150449,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-VIC-M-132558,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-DIC-M-142748,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-TOP-F-121954,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-COL-M-182256,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JON-M-115307,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EVA-F-105844,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-BEN-M-130655,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JES-F-142449,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-STE-M-152212,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-JUL-M-110859,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-EDW-M-123147,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-KAF-M-113010,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-LOI-M-140226,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MED-M-154503,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-KEL-F-171016,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-TOF-M-133036,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-ONE-F-180803,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-RIC-M-131320,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SAM-M-181542,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SAR-F-151413,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SCO-M-181009,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-MOS-M-170110,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-FEN-M-143036,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SED-M-144528,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-STE-M-125103,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SHA-M-145532,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-STE-M-121059,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-SIM-M-165145,0.348,Irish Potatoes,Bags
Central,Rakai,Kizinga,Kawenda,2024,B,RAK-KAW-WIL-M-130015,0.348,Irish Potatoes,Bags
