region_name,district_name,cluster_name,village_name,cohort,cycle,household_id,category,type
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-AID-F-191448-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JUS-M-102208-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-KYA-M-113251-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-M-124828-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ATW-M-123506-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-JOV-F-091201-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-PHO-F-102017-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ASI-M-110818-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUS-F-133721-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-EVA-F-115233-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-SUN-M-102126-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-M-134655-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-SEM-M-103901-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-SEB-M-084935-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-REA-F-103927-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NYI-F-145744-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAT-F-112025-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAT-F-110157-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KYO-F-082526-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ORI-F-124325-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAT-F-113743-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAT-M-103019-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KYO-F-151008-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAP-F-094626-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MUS-F-132436-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-F-090523-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MUG-M-113102-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MUG-M-122121-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NTE-F-130027-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NSE-M-100102-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAT-M-124819-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAU-F-093347-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAY-F-125847-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAB-F-114752-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MUS-F-111736-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-M-084054-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-F-102155-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ANN-F-095045-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ARI-M-094927-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-BWE-M-140135-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-BUG-F-140534-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-BIR-F-143308-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-BIN-M-115939-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-BYA-M-135248-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-EDW-M-110253-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-GAR-M-120040-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-HAS-M-105003-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TAM-F-111302-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NYI-F-131034-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NIN-F-101955-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAT-F-083512-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAM-F-113604-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MOR-F-114232-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAB-F-094147-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-F-120045-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-M-075353-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ALI-M-092613-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TWI-M-084750-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUS-F-081257-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-F-095552-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MAH-F-073805-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ALI-F-074821-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-JAN-M-114520-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-ALI-M-085914-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MUS-M-121250-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUS-F-132329-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TWE-F-112344-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAG-F-120629-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAH-F-121342-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-MUC-M-122520-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-KAD-F-123116-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-MOS-M-100612-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-MUZ-M-090416-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-JOH-M-125152-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-103054-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-CHA-M-094621-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-EDS-M-102435-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-JOH-M-114355-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-HAR-M-082106-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-MAR-M-083245-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-AHA-M-093056-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ANN-M-101017-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-FRA-M-105441-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-GOD-M-101445-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-FRA-M-110954-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-TUR-M-154145-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-BEN-M-100542-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ASI-M-153601-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-AHA-M-124758-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-VIS-M-093856-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-SAR-F-125745-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-MOD-F-092158-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-AID-F-113758-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-JOV-F-105952-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-KER-F-102354-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-SAI-F-113037-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-VAS-F-095854-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-JOV-F-102656-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-CLA-F-103553-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-DAT-F-103829-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-FRE-F-111640-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-YOW-M-095005-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROD-M-121424-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-EVA-M-130328-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-NGA-M-151155-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-VIC-M-094645-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-JOS-M-095630-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ALE-M-095136-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-PRO-F-091731-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-KEL-F-155518-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-GUM-M-151911-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-MUH-M-145828-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-NAY-M-154723-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-TUM-M-141747-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-NIW-M-153206-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-TAH-M-104441-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-TIB-M-112334-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-HAM-F-110331-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-AKA-F-114028-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-BAR-F-104952-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-AKA-F-113103-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-SAN-F-104916-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-ROM-F-110145-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-PRI-F-123627-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-EAS-F-120341-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-FRO-F-114540-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-GRA-F-122214-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-GRA-F-092925-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-ALL-F-183812-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-BAN-F-083744-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-BRA-F-135832-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-BUD-F-134605-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-HAN-F-133459-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-TER-F-102433-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-SAF-F-124830-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-SCO-F-113903-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-ASU-M-132114-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-PAT-M-095236-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-FRA-M-092015-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-AMO-M-095202-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-FRE-M-093705-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-MMU-M-213006-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-FRA-M-113538-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JOH-M-102333-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-INN-M-182406-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-SWA-M-120204-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-KAS-M-111510-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-VAN-M-144654-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-LEO-M-213041-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-EXI-M-123835-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-CHA-M-085348-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-KER-M-091259-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-WIL-M-100939-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-SYL-M-121308-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-IMA-M-110539-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-YOZ-M-124758-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-GOE-M-150732-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JOH-M-114941-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-PAT-M-130610-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-PAT-M-192519-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-PAU-M-090848-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-ASR-M-082800-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-DOR-F-093244-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-GAK-M-121912-15,Agriculture,Agriculture 2 - Preparation & Preplanting (Day 1)
