district_name,cluster_name,village_name,tool,number_of_pieces_system,number_of_pieces_designs
Kitagwenda,Nyakacwamba,Nyakacwamba_1,Tarpaulin,50.0,50
Kitagwenda,Nyakacwamba,Nyakacwamba_1,Watering can,25.0,25
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Compound Sacks,4.0,4
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Filters,4.0,4
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Forked Hoe,4.0,4
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Gloves,8.0,8
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Hoes,8.0,8
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Jerrycans,8.0,8
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Mortar and Pestle,4.0,4
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Pick Axe,8.0,8
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Plastic Drums,4.0,4
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Pruning saw,,40
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Rope,0.0,0
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Secateurs,20.0,20
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Spade,8.0,8
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Spray Pumps,8.0,8
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Tarpaulin,40.0,40
Kitagwenda,Nyakacwamba,Nyakacwamba_2,Watering can,20.0,20
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Compound Sacks,6.0,6
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Filters,6.0,6
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Forked Hoe,6.0,6
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Gloves,12.0,12
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Hoes,12.0,12
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Jerrycans,12.0,12
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Mortar and Pestle,6.0,6
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Pick Axe,12.0,12
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Plastic Drums,6.0,6
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Pruning saw,,60
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Rope,0.0,0
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Secateurs,30.0,30
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Spade,12.0,12
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Spray Pumps,12.0,12
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Tarpaulin,60.0,60
Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,Watering can,30.0,30
Rakai,Kanoni,Kamuli,Compound Sacks,4.0,4
Rakai,Kanoni,Kamuli,Filters,4.0,4
Rakai,Kanoni,Kamuli,Forked Hoe,4.0,4
Rakai,Kanoni,Kamuli,Gloves,,8
Rakai,Kanoni,Kamuli,Hoes,8.0,8
Rakai,Kanoni,Kamuli,Jerrycans,8.0,8
Rakai,Kanoni,Kamuli,Mortar and Pestle,,4
Rakai,Kanoni,Kamuli,Pick Axe,4.0,4
Rakai,Kanoni,Kamuli,Plastic Drums,4.0,4
Rakai,Kanoni,Kamuli,Pruning saw,,40
Rakai,Kanoni,Kamuli,Rope,,2
Rakai,Kanoni,Kamuli,Secateurs,,20
Rakai,Kanoni,Kamuli,Spade,8.0,8
Rakai,Kanoni,Kamuli,Spray Pumps,4.0,4
Rakai,Kanoni,Kamuli,Tarpaulin,,40
Rakai,Kanoni,Kamuli,Watering can,,20
Rakai,Kanoni,Kanoni_Rakai,Compound Sacks,8.0,8
Rakai,Kanoni,Kanoni_Rakai,Filters,8.0,8
Rakai,Kanoni,Kanoni_Rakai,Forked Hoe,8.0,8
Rakai,Kanoni,Kanoni_Rakai,Gloves,,16
Rakai,Kanoni,Kanoni_Rakai,Hoes,16.0,16
Rakai,Kanoni,Kanoni_Rakai,Jerrycans,16.0,16
Rakai,Kanoni,Kanoni_Rakai,Mortar and Pestle,40.0,8
Rakai,Kanoni,Kanoni_Rakai,Pick Axe,8.0,8
Rakai,Kanoni,Kanoni_Rakai,Plastic Drums,8.0,8
Rakai,Kanoni,Kanoni_Rakai,Pruning saw,,80
Rakai,Kanoni,Kanoni_Rakai,Rope,,0
Rakai,Kanoni,Kanoni_Rakai,Secateurs,,40
Rakai,Kanoni,Kanoni_Rakai,Spade,16.0,16
Rakai,Kanoni,Kanoni_Rakai,Spray Pumps,8.0,8
Rakai,Kanoni,Kanoni_Rakai,Tarpaulin,,80
Rakai,Kanoni,Kanoni_Rakai,Watering can,8.0,40
Rakai,Kanoni,Kikakata,Compound Sacks,5.0,5
Rakai,Kanoni,Kikakata,Filters,5.0,5
Rakai,Kanoni,Kikakata,Forked Hoe,5.0,5
Rakai,Kanoni,Kikakata,Gloves,,10
Rakai,Kanoni,Kikakata,Hoes,10.0,10
Rakai,Kanoni,Kikakata,Jerrycans,10.0,10
Rakai,Kanoni,Kikakata,Mortar and Pestle,5.0,5
Rakai,Kanoni,Kikakata,Pick Axe,5.0,5
Rakai,Kanoni,Kikakata,Plastic Drums,5.0,5
Rakai,Kanoni,Kikakata,Pruning saw,,50
Rakai,Kanoni,Kikakata,Rope,,0
Rakai,Kanoni,Kikakata,Secateurs,,25
Rakai,Kanoni,Kikakata,Spade,10.0,10
Rakai,Kanoni,Kikakata,Spray Pumps,5.0,5
Rakai,Kanoni,Kikakata,Tarpaulin,,50
Rakai,Kanoni,Kikakata,Watering can,25.0,25
Rakai,Kanoni,Mpaama,Compound Sacks,4.0,4
Rakai,Kanoni,Mpaama,Filters,4.0,4
Rakai,Kanoni,Mpaama,Forked Hoe,4.0,4
Rakai,Kanoni,Mpaama,Gloves,,8
Rakai,Kanoni,Mpaama,Hoes,8.0,8
Rakai,Kanoni,Mpaama,Jerrycans,8.0,8
Rakai,Kanoni,Mpaama,Mortar and Pestle,4.0,4
Rakai,Kanoni,Mpaama,Pick Axe,4.0,4
Rakai,Kanoni,Mpaama,Plastic Drums,4.0,4
Rakai,Kanoni,Mpaama,Pruning saw,,40
Rakai,Kanoni,Mpaama,Rope,,0
Rakai,Kanoni,Mpaama,Secateurs,,20
Rakai,Kanoni,Mpaama,Spade,8.0,8
Rakai,Kanoni,Mpaama,Spray Pumps,4.0,4
Rakai,Kanoni,Mpaama,Tarpaulin,,40
Rakai,Kanoni,Mpaama,Watering can,20.0,20
Rakai,Kasensero,Kammengo,Compound Sacks,4.0,4
Rakai,Kasensero,Kammengo,Filters,4.0,4
Rakai,Kasensero,Kammengo,Forked Hoe,4.0,4
Rakai,Kasensero,Kammengo,Gloves,,8
Rakai,Kasensero,Kammengo,Hoes,8.0,8
Rakai,Kasensero,Kammengo,Jerrycans,8.0,8
Rakai,Kasensero,Kammengo,Mortar and Pestle,4.0,4
Rakai,Kasensero,Kammengo,Pick Axe,4.0,4
Rakai,Kasensero,Kammengo,Plastic Drums,4.0,4
Rakai,Kasensero,Kammengo,Pruning saw,,40
Rakai,Kasensero,Kammengo,Rope,,2
Rakai,Kasensero,Kammengo,Secateurs,,20
Rakai,Kasensero,Kammengo,Spade,8.0,8
Rakai,Kasensero,Kammengo,Spray Pumps,4.0,4
Rakai,Kasensero,Kammengo,Tarpaulin,,40
Rakai,Kasensero,Kammengo,Watering can,20.0,20
Rakai,Kasensero,Kisimbanyiriri,Compound Sacks,6.0,6
Rakai,Kasensero,Kisimbanyiriri,Filters,6.0,6
Rakai,Kasensero,Kisimbanyiriri,Forked Hoe,6.0,6
Rakai,Kasensero,Kisimbanyiriri,Gloves,,12
Rakai,Kasensero,Kisimbanyiriri,Hoes,12.0,12
Rakai,Kasensero,Kisimbanyiriri,Jerrycans,12.0,12
Rakai,Kasensero,Kisimbanyiriri,Mortar and Pestle,6.0,6
Rakai,Kasensero,Kisimbanyiriri,Pick Axe,6.0,6
Rakai,Kasensero,Kisimbanyiriri,Plastic Drums,6.0,6
Rakai,Kasensero,Kisimbanyiriri,Pruning saw,,60
Rakai,Kasensero,Kisimbanyiriri,Rope,,0
Rakai,Kasensero,Kisimbanyiriri,Secateurs,,30
Rakai,Kasensero,Kisimbanyiriri,Spade,12.0,12
Rakai,Kasensero,Kisimbanyiriri,Spray Pumps,6.0,6
Rakai,Kasensero,Kisimbanyiriri,Tarpaulin,,60
Rakai,Kasensero,Kisimbanyiriri,Watering can,30.0,30
Rakai,Kasensero,Kitonezi,Compound Sacks,10.0,10
Rakai,Kasensero,Kitonezi,Filters,10.0,10
Rakai,Kasensero,Kitonezi,Forked Hoe,10.0,10
Rakai,Kasensero,Kitonezi,Gloves,,20
Rakai,Kasensero,Kitonezi,Hoes,20.0,20
Rakai,Kasensero,Kitonezi,Jerrycans,20.0,20
Rakai,Kasensero,Kitonezi,Mortar and Pestle,10.0,10
Rakai,Kasensero,Kitonezi,Pick Axe,10.0,10
Rakai,Kasensero,Kitonezi,Plastic Drums,10.0,10
Rakai,Kasensero,Kitonezi,Pruning saw,,100
Rakai,Kasensero,Kitonezi,Rope,,0
Rakai,Kasensero,Kitonezi,Secateurs,,50
Rakai,Kasensero,Kitonezi,Spade,20.0,20
Rakai,Kasensero,Kitonezi,Spray Pumps,10.0,10
Rakai,Kasensero,Kitonezi,Tarpaulin,,100
Rakai,Kasensero,Kitonezi,Watering can,50.0,50
Rakai,Kasensero,Kiwaguzi_A,Compound Sacks,6.0,6
Rakai,Kasensero,Kiwaguzi_A,Filters,6.0,6
Rakai,Kasensero,Kiwaguzi_A,Forked Hoe,6.0,6
Rakai,Kasensero,Kiwaguzi_A,Gloves,,12
Rakai,Kasensero,Kiwaguzi_A,Hoes,12.0,12
Rakai,Kasensero,Kiwaguzi_A,Jerrycans,12.0,12
Rakai,Kasensero,Kiwaguzi_A,Mortar and Pestle,6.0,6
Rakai,Kasensero,Kiwaguzi_A,Pick Axe,6.0,6
Rakai,Kasensero,Kiwaguzi_A,Plastic Drums,6.0,6
Rakai,Kasensero,Kiwaguzi_A,Pruning saw,,60
Rakai,Kasensero,Kiwaguzi_A,Rope,,0
Rakai,Kasensero,Kiwaguzi_A,Secateurs,,30
Rakai,Kasensero,Kiwaguzi_A,Spade,12.0,12
Rakai,Kasensero,Kiwaguzi_A,Spray Pumps,6.0,6
Rakai,Kasensero,Kiwaguzi_A,Tarpaulin,,60
Rakai,Kasensero,Kiwaguzi_A,Watering can,30.0,30
Rakai,Kasensero,Kiwaguzi_B,Compound Sacks,6.0,6
Rakai,Kasensero,Kiwaguzi_B,Filters,6.0,6
Rakai,Kasensero,Kiwaguzi_B,Forked Hoe,6.0,6
Rakai,Kasensero,Kiwaguzi_B,Gloves,,12
Rakai,Kasensero,Kiwaguzi_B,Hoes,12.0,12
Rakai,Kasensero,Kiwaguzi_B,Jerrycans,12.0,12
Rakai,Kasensero,Kiwaguzi_B,Mortar and Pestle,6.0,6
Rakai,Kasensero,Kiwaguzi_B,Pick Axe,6.0,6
Rakai,Kasensero,Kiwaguzi_B,Plastic Drums,6.0,6
Rakai,Kasensero,Kiwaguzi_B,Pruning saw,,60
Rakai,Kasensero,Kiwaguzi_B,Rope,,0
Rakai,Kasensero,Kiwaguzi_B,Secateurs,,30
Rakai,Kasensero,Kiwaguzi_B,Spade,12.0,12
Rakai,Kasensero,Kiwaguzi_B,Spray Pumps,6.0,6
Rakai,Kasensero,Kiwaguzi_B,Tarpaulin,,60
Rakai,Kasensero,Kiwaguzi_B,Watering can,30.0,30
Rakai,Kasensero,Kyaluwakula,Compound Sacks,4.0,4
Rakai,Kasensero,Kyaluwakula,Filters,4.0,4
Rakai,Kasensero,Kyaluwakula,Forked Hoe,4.0,4
Rakai,Kasensero,Kyaluwakula,Gloves,,8
Rakai,Kasensero,Kyaluwakula,Hoes,8.0,8
Rakai,Kasensero,Kyaluwakula,Jerrycans,8.0,8
Rakai,Kasensero,Kyaluwakula,Mortar and Pestle,4.0,4
Rakai,Kasensero,Kyaluwakula,Pick Axe,4.0,4
Rakai,Kasensero,Kyaluwakula,Plastic Drums,4.0,4
Rakai,Kasensero,Kyaluwakula,Pruning saw,,40
Rakai,Kasensero,Kyaluwakula,Rope,,0
Rakai,Kasensero,Kyaluwakula,Secateurs,,20
Rakai,Kasensero,Kyaluwakula,Spade,8.0,8
Rakai,Kasensero,Kyaluwakula,Spray Pumps,4.0,4
Rakai,Kasensero,Kyaluwakula,Tarpaulin,,40
Rakai,Kasensero,Kyaluwakula,Watering can,20.0,20
Rakai,Kasensero,Kyengeza_Rakai,Compound Sacks,12.0,12
Rakai,Kasensero,Kyengeza_Rakai,Filters,12.0,12
Rakai,Kasensero,Kyengeza_Rakai,Forked Hoe,12.0,12
Rakai,Kasensero,Kyengeza_Rakai,Gloves,,24
Rakai,Kasensero,Kyengeza_Rakai,Hoes,24.0,24
Rakai,Kasensero,Kyengeza_Rakai,Jerrycans,24.0,24
Rakai,Kasensero,Kyengeza_Rakai,Mortar and Pestle,12.0,12
Rakai,Kasensero,Kyengeza_Rakai,Pick Axe,12.0,12
Rakai,Kasensero,Kyengeza_Rakai,Plastic Drums,12.0,12
Rakai,Kasensero,Kyengeza_Rakai,Pruning saw,,120
Rakai,Kasensero,Kyengeza_Rakai,Rope,,0
Rakai,Kasensero,Kyengeza_Rakai,Secateurs,,60
Rakai,Kasensero,Kyengeza_Rakai,Spade,24.0,24
Rakai,Kasensero,Kyengeza_Rakai,Spray Pumps,12.0,12
Rakai,Kasensero,Kyengeza_Rakai,Tarpaulin,,120
Rakai,Kasensero,Kyengeza_Rakai,Watering can,60.0,60
Rakai,Kasensero,Mikunyu,Compound Sacks,6.0,6
Rakai,Kasensero,Mikunyu,Filters,6.0,6
Rakai,Kasensero,Mikunyu,Forked Hoe,6.0,6
Rakai,Kasensero,Mikunyu,Gloves,,12
Rakai,Kasensero,Mikunyu,Hoes,12.0,12
Rakai,Kasensero,Mikunyu,Jerrycans,12.0,12
Rakai,Kasensero,Mikunyu,Mortar and Pestle,6.0,6
Rakai,Kasensero,Mikunyu,Pick Axe,6.0,6
Rakai,Kasensero,Mikunyu,Plastic Drums,6.0,6
Rakai,Kasensero,Mikunyu,Pruning saw,,60
Rakai,Kasensero,Mikunyu,Rope,,0
Rakai,Kasensero,Mikunyu,Secateurs,,30
Rakai,Kasensero,Mikunyu,Spade,12.0,12
Rakai,Kasensero,Mikunyu,Spray Pumps,6.0,6
Rakai,Kasensero,Mikunyu,Tarpaulin,,60
Rakai,Kasensero,Mikunyu,Watering can,30.0,30
Rakai,Kasensero,Nabyala,Compound Sacks,4.0,4
Rakai,Kasensero,Nabyala,Filters,6.0,4
Rakai,Kasensero,Nabyala,Forked Hoe,4.0,4
Rakai,Kasensero,Nabyala,Gloves,,8
Rakai,Kasensero,Nabyala,Hoes,8.0,8
Rakai,Kasensero,Nabyala,Jerrycans,8.0,8
Rakai,Kasensero,Nabyala,Mortar and Pestle,6.0,4
Rakai,Kasensero,Nabyala,Pick Axe,4.0,4
Rakai,Kasensero,Nabyala,Plastic Drums,4.0,4
Rakai,Kasensero,Nabyala,Pruning saw,,40
Rakai,Kasensero,Nabyala,Rope,,0
Rakai,Kasensero,Nabyala,Secateurs,,20
Rakai,Kasensero,Nabyala,Spade,8.0,8
Rakai,Kasensero,Nabyala,Spray Pumps,4.0,4
Rakai,Kasensero,Nabyala,Tarpaulin,,40
Rakai,Kasensero,Nabyala,Watering can,30.0,20
Rakai,Kasensero,Nakitokolo,Compound Sacks,6.0,6
Rakai,Kasensero,Nakitokolo,Filters,6.0,6
Rakai,Kasensero,Nakitokolo,Forked Hoe,6.0,6
Rakai,Kasensero,Nakitokolo,Gloves,,12
Rakai,Kasensero,Nakitokolo,Hoes,12.0,12
Rakai,Kasensero,Nakitokolo,Jerrycans,12.0,12
Rakai,Kasensero,Nakitokolo,Mortar and Pestle,6.0,6
Rakai,Kasensero,Nakitokolo,Pick Axe,6.0,6
Rakai,Kasensero,Nakitokolo,Plastic Drums,6.0,6
Rakai,Kasensero,Nakitokolo,Pruning saw,,60
Rakai,Kasensero,Nakitokolo,Rope,,0
Rakai,Kasensero,Nakitokolo,Secateurs,,30
Rakai,Kasensero,Nakitokolo,Spade,12.0,12
Rakai,Kasensero,Nakitokolo,Spray Pumps,6.0,6
Rakai,Kasensero,Nakitokolo,Tarpaulin,,60
Rakai,Kasensero,Nakitokolo,Watering can,30.0,30
Rakai,Kyamakanaga,Kyamakanaga_A,Compound Sacks,7.0,7
Rakai,Kyamakanaga,Kyamakanaga_A,Filters,7.0,7
Rakai,Kyamakanaga,Kyamakanaga_A,Forked Hoe,7.0,7
Rakai,Kyamakanaga,Kyamakanaga_A,Gloves,14.0,14
Rakai,Kyamakanaga,Kyamakanaga_A,Hoes,14.0,14
Rakai,Kyamakanaga,Kyamakanaga_A,Jerrycans,14.0,14
Rakai,Kyamakanaga,Kyamakanaga_A,Mortar and Pestle,7.0,7
Rakai,Kyamakanaga,Kyamakanaga_A,Pick Axe,7.0,7
Rakai,Kyamakanaga,Kyamakanaga_A,Plastic Drums,7.0,7
Rakai,Kyamakanaga,Kyamakanaga_A,Pruning saw,70.0,70
Rakai,Kyamakanaga,Kyamakanaga_A,Rope,1.0,2
Rakai,Kyamakanaga,Kyamakanaga_A,Secateurs,35.0,35
Rakai,Kyamakanaga,Kyamakanaga_A,Spade,14.0,14
Rakai,Kyamakanaga,Kyamakanaga_A,Spray Pumps,7.0,7
Rakai,Kyamakanaga,Kyamakanaga_A,Tarpaulin,70.0,70
Rakai,Kyamakanaga,Kyamakanaga_A,Watering can,35.0,35
Rakai,Kyamakanaga,Kyamakanaga_B,Compound Sacks,3.0,3
Rakai,Kyamakanaga,Kyamakanaga_B,Filters,3.0,3
Rakai,Kyamakanaga,Kyamakanaga_B,Forked Hoe,3.0,3
Rakai,Kyamakanaga,Kyamakanaga_B,Gloves,6.0,6
Rakai,Kyamakanaga,Kyamakanaga_B,Hoes,6.0,6
Rakai,Kyamakanaga,Kyamakanaga_B,Jerrycans,6.0,6
Rakai,Kyamakanaga,Kyamakanaga_B,Mortar and Pestle,3.0,3
Rakai,Kyamakanaga,Kyamakanaga_B,Pick Axe,3.0,3
Rakai,Kyamakanaga,Kyamakanaga_B,Plastic Drums,3.0,3
Rakai,Kyamakanaga,Kyamakanaga_B,Pruning saw,30.0,30
Rakai,Kyamakanaga,Kyamakanaga_B,Rope,,0
Rakai,Kyamakanaga,Kyamakanaga_B,Secateurs,15.0,15
Rakai,Kyamakanaga,Kyamakanaga_B,Spade,6.0,6
Rakai,Kyamakanaga,Kyamakanaga_B,Spray Pumps,3.0,3
Rakai,Kyamakanaga,Kyamakanaga_B,Tarpaulin,30.0,30
Rakai,Kyamakanaga,Kyamakanaga_B,Watering can,15.0,15
Rakai,Kyamakanaga,Nnongo_A,Compound Sacks,9.0,9
Rakai,Kyamakanaga,Nnongo_A,Filters,9.0,9
Rakai,Kyamakanaga,Nnongo_A,Forked Hoe,9.0,9
Rakai,Kyamakanaga,Nnongo_A,Gloves,18.0,18
Rakai,Kyamakanaga,Nnongo_A,Hoes,18.0,18
Rakai,Kyamakanaga,Nnongo_A,Jerrycans,18.0,18
Rakai,Kyamakanaga,Nnongo_A,Mortar and Pestle,9.0,9
Rakai,Kyamakanaga,Nnongo_A,Pick Axe,9.0,9
Rakai,Kyamakanaga,Nnongo_A,Plastic Drums,9.0,9
Rakai,Kyamakanaga,Nnongo_A,Pruning saw,90.0,90
Rakai,Kyamakanaga,Nnongo_A,Rope,,0
Rakai,Kyamakanaga,Nnongo_A,Secateurs,45.0,45
Rakai,Kyamakanaga,Nnongo_A,Spade,18.0,18
Rakai,Kyamakanaga,Nnongo_A,Spray Pumps,9.0,9
Rakai,Kyamakanaga,Nnongo_A,Tarpaulin,90.0,90
Rakai,Kyamakanaga,Nnongo_A,Watering can,45.0,45
